COUNTRY_CODE,SUBNATIONAL1_CODE,SUBNATIONAL2_CODE,SUBNATIONAL2_NAME
US,US-IL,US-IL-067,Hancock
US,US-IL,US-IL-069,Hardin
US,US-IL,US-IL-071,Henderson
US,US-IL,US-IL-073,Henry
US,US-IL,US-IL-075,Iroquois
US,US-IL,US-IL-077,Jackson
US,US-IL,US-IL-079,Jasper
US,US-IL,US-IL-081,Jefferson
US,US-IL,US-IL-083,Jersey
US,US-IL,US-IL-085,Jo Daviess
US,US-IL,US-IL-087,Johnson
US,US-IL,US-IL-089,Kane
US,US-IL,US-IL-091,Kankakee
US,US-IL,US-IL-093,Kendall
US,US-IL,US-IL-095,Knox
US,US-IL,US-IL-097,Lake
US,US-IL,US-IL-099,La Salle
US,US-IL,US-IL-101,Lawrence
US,US-IL,US-IL-103,Lee
US,US-IL,US-IL-105,Livingston
US,US-IL,US-IL-107,Logan
US,US-IL,US-IL-109,McDonough
US,US-IL,US-IL-111,McHenry
US,US-IL,US-IL-113,McLean
US,US-IL,US-IL-115,Macon
US,US-IL,US-IL-117,Macoupin
US,US-IL,US-IL-119,Madison
US,US-IL,US-IL-121,Marion
US,US-IL,US-IL-123,Marshall
US,US-IL,US-IL-125,Mason
US,US-IL,US-IL-127,Massac
US,US-IL,US-IL-129,Menard
US,US-IL,US-IL-131,Mercer
US,US-IL,US-IL-133,Monroe
US,US-IL,US-IL-135,Montgomery
US,US-IL,US-IL-137,Morgan
US,US-IL,US-IL-139,Moultrie
US,US-IL,US-IL-141,Ogle
US,US-IL,US-IL-143,Peoria
US,US-IL,US-IL-145,Perry
US,US-IL,US-IL-147,Piatt
US,US-IL,US-IL-149,Pike
US,US-IL,US-IL-151,Pope
US,US-IL,US-IL-153,Pulaski
US,US-IL,US-IL-155,Putnam
US,US-IL,US-IL-157,Randolph
US,US-IL,US-IL-159,Richland
US,US-IL,US-IL-161,Rock Island
US,US-IL,US-IL-163,St. Clair
US,US-IL,US-IL-165,Saline
US,US-IL,US-IL-167,Sangamon
US,US-IL,US-IL-169,Schuyler
US,US-IL,US-IL-171,Scott
US,US-IL,US-IL-173,Shelby
US,US-IL,US-IL-175,Stark
US,US-IL,US-IL-177,Stephenson
US,US-IL,US-IL-179,Tazewell
US,US-IL,US-IL-181,Union
US,US-IL,US-IL-183,Vermilion
US,US-IL,US-IL-185,Wabash
US,US-IL,US-IL-187,Warren
US,US-IL,US-IL-189,Washington
US,US-IL,US-IL-191,Wayne
US,US-IL,US-IL-193,White
US,US-IL,US-IL-195,Whiteside
US,US-IL,US-IL-197,Will
US,US-IL,US-IL-199,Williamson
US,US-IL,US-IL-201,Winnebago
US,US-IL,US-IL-203,Woodford
US,US-IN,US-IN-001,Adams
US,US-IN,US-IN-003,Allen
US,US-IN,US-IN-005,Bartholomew
US,US-IN,US-IN-007,Benton
US,US-IN,US-IN-009,Blackford
US,US-IN,US-IN-011,Boone
US,US-IN,US-IN-013,Brown
US,US-IN,US-IN-015,Carroll
US,US-IN,US-IN-017,Cass
US,US-IN,US-IN-019,Clark
US,US-IN,US-IN-021,Clay
US,US-IN,US-IN-023,Clinton
US,US-IN,US-IN-025,Crawford
US,US-IN,US-IN-027,Daviess
US,US-IN,US-IN-029,Dearborn
US,US-IN,US-IN-031,Decatur
US,US-IN,US-IN-033,DeKalb
US,US-IN,US-IN-035,Delaware
US,US-IN,US-IN-037,Dubois
US,US-IN,US-IN-039,Elkhart
US,US-IN,US-IN-041,Fayette
US,US-IN,US-IN-043,Floyd
US,US-IN,US-IN-045,Fountain
US,US-IN,US-IN-047,Franklin
US,US-IN,US-IN-049,Fulton
US,US-IN,US-IN-051,Gibson
US,US-IN,US-IN-053,Grant
US,US-IN,US-IN-055,Greene
US,US-IN,US-IN-057,Hamilton
US,US-IN,US-IN-059,Hancock
US,US-IN,US-IN-061,Harrison
US,US-IN,US-IN-063,Hendricks
US,US-IN,US-IN-065,Henry
US,US-IN,US-IN-067,Howard
US,US-IN,US-IN-069,Huntington
US,US-IN,US-IN-071,Jackson
US,US-IN,US-IN-073,Jasper
US,US-IN,US-IN-075,Jay
US,US-IN,US-IN-077,Jefferson
US,US-IN,US-IN-079,Jennings
US,US-IN,US-IN-081,Johnson
US,US-IN,US-IN-083,Knox
US,US-IN,US-IN-085,Kosciusko
US,US-IN,US-IN-087,LaGrange
US,US-IN,US-IN-089,Lake
US,US-IN,US-IN-091,LaPorte
US,US-IN,US-IN-093,Lawrence
US,US-IN,US-IN-095,Madison
US,US-IN,US-IN-097,Marion
US,US-IN,US-IN-099,Marshall
US,US-IN,US-IN-101,Martin
US,US-IN,US-IN-103,Miami
US,US-IN,US-IN-105,Monroe
US,US-IN,US-IN-107,Montgomery
US,US-IN,US-IN-109,Morgan
US,US-IN,US-IN-111,Newton
US,US-IN,US-IN-113,Noble
US,US-IN,US-IN-115,Ohio
US,US-IN,US-IN-117,Orange
US,US-IN,US-IN-119,Owen
US,US-IN,US-IN-121,Parke
US,US-IN,US-IN-123,Perry
US,US-IN,US-IN-125,Pike
US,US-IN,US-IN-127,Porter
US,US-IN,US-IN-129,Posey
US,US-IN,US-IN-131,Pulaski
US,US-IN,US-IN-133,Putnam
US,US-IN,US-IN-135,Randolph
US,US-IN,US-IN-137,Ripley
US,US-IN,US-IN-139,Rush
US,US-IN,US-IN-141,St. Joseph
US,US-IN,US-IN-143,Scott
US,US-IN,US-IN-145,Shelby
US,US-IN,US-IN-147,Spencer
US,US-IN,US-IN-149,Starke
US,US-IN,US-IN-151,Steuben
US,US-IN,US-IN-153,Sullivan
US,US-IN,US-IN-155,Switzerland
US,US-IN,US-IN-157,Tippecanoe
US,US-IN,US-IN-159,Tipton
US,US-IN,US-IN-161,Union
US,US-IN,US-IN-163,Vanderburgh
US,US-IN,US-IN-165,Vermillion
US,US-IN,US-IN-167,Vigo
US,US-IN,US-IN-169,Wabash
US,US-IN,US-IN-171,Warren
US,US-IN,US-IN-173,Warrick
US,US-IN,US-IN-175,Washington
US,US-IN,US-IN-177,Wayne
US,US-IN,US-IN-179,Wells
US,US-IN,US-IN-181,White
US,US-IN,US-IN-183,Whitley
US,US-KS,US-KS-001,Allen
US,US-KS,US-KS-003,Anderson
US,US-KS,US-KS-005,Atchison
US,US-KS,US-KS-007,Barber
US,US-KS,US-KS-009,Barton
US,US-KS,US-KS-011,Bourbon
US,US-KS,US-KS-013,Brown
US,US-KS,US-KS-015,Butler
US,US-KS,US-KS-017,Chase
US,US-KS,US-KS-019,Chautauqua
US,US-KS,US-KS-021,Cherokee
US,US-KS,US-KS-023,Cheyenne
US,US-KS,US-KS-025,Clark
US,US-KS,US-KS-027,Clay
US,US-KS,US-KS-029,Cloud
US,US-KS,US-KS-031,Coffey
US,US-KS,US-KS-033,Comanche
US,US-KS,US-KS-035,Cowley
US,US-KS,US-KS-037,Crawford
US,US-KS,US-KS-039,Decatur
US,US-KS,US-KS-041,Dickinson
US,US-KS,US-KS-043,Doniphan
US,US-KS,US-KS-045,Douglas
US,US-KS,US-KS-047,Edwards
US,US-KS,US-KS-049,Elk
US,US-KS,US-KS-051,Ellis
US,US-KS,US-KS-053,Ellsworth
US,US-KS,US-KS-055,Finney
US,US-KS,US-KS-057,Ford
US,US-KS,US-KS-059,Franklin
US,US-KS,US-KS-061,Geary
US,US-KS,US-KS-063,Gove
US,US-KS,US-KS-065,Graham
US,US-KS,US-KS-067,Grant
US,US-KS,US-KS-069,Gray
US,US-KS,US-KS-071,Greeley
US,US-KS,US-KS-073,Greenwood
US,US-KS,US-KS-075,Hamilton
US,US-KS,US-KS-077,Harper
US,US-KS,US-KS-079,Harvey
US,US-KS,US-KS-081,Haskell
US,US-KS,US-KS-083,Hodgeman
US,US-KS,US-KS-085,Jackson
US,US-KS,US-KS-087,Jefferson
US,US-KS,US-KS-089,Jewell
US,US-KS,US-KS-091,Johnson
US,US-KS,US-KS-093,Kearny
US,US-KS,US-KS-095,Kingman
US,US-KS,US-KS-097,Kiowa
US,US-KS,US-KS-099,Labette
US,US-KS,US-KS-101,Lane
US,US-KS,US-KS-103,Leavenworth
US,US-KS,US-KS-105,Lincoln
US,US-KS,US-KS-107,Linn
US,US-KS,US-KS-109,Logan
US,US-KS,US-KS-111,Lyon
US,US-KS,US-KS-113,McPherson
US,US-KS,US-KS-115,Marion
US,US-KS,US-KS-117,Marshall
US,US-KS,US-KS-119,Meade
US,US-KS,US-KS-121,Miami
US,US-KS,US-KS-123,Mitchell
US,US-KS,US-KS-125,Montgomery
US,US-KS,US-KS-127,Morris
US,US-KS,US-KS-129,Morton
US,US-KS,US-KS-131,Nemaha
US,US-KS,US-KS-133,Neosho
US,US-KS,US-KS-135,Ness
US,US-KS,US-KS-137,Norton
US,US-KS,US-KS-139,Osage
US,US-KS,US-KS-141,Osborne
US,US-KS,US-KS-143,Ottawa
US,US-KS,US-KS-145,Pawnee
US,US-KS,US-KS-147,Phillips
US,US-KS,US-KS-149,Pottawatomie
US,US-KS,US-KS-151,Pratt
US,US-KS,US-KS-153,Rawlins
US,US-KS,US-KS-155,Reno
US,US-KS,US-KS-157,Republic
US,US-KS,US-KS-159,Rice
US,US-KS,US-KS-161,Riley
US,US-KS,US-KS-163,Rooks
US,US-KS,US-KS-165,Rush
US,US-KS,US-KS-167,Russell
US,US-KS,US-KS-169,Saline
US,US-KS,US-KS-171,Scott
US,US-KS,US-KS-173,Sedgwick
US,US-KS,US-KS-175,Seward
US,US-KS,US-KS-177,Shawnee
US,US-KS,US-KS-179,Sheridan
US,US-KS,US-KS-181,Sherman
US,US-KS,US-KS-183,Smith
US,US-KS,US-KS-185,Stafford
US,US-KS,US-KS-187,Stanton
US,US-KS,US-KS-189,Stevens
US,US-KS,US-KS-191,Sumner
US,US-KS,US-KS-193,Thomas
US,US-KS,US-KS-195,Trego
US,US-KS,US-KS-197,Wabaunsee
US,US-KS,US-KS-199,Wallace
US,US-KS,US-KS-201,Washington
US,US-KS,US-KS-203,Wichita
US,US-KS,US-KS-205,Wilson
US,US-KS,US-KS-207,Woodson
US,US-KS,US-KS-209,Wyandotte
US,US-KY,US-KY-001,Adair
US,US-KY,US-KY-003,Allen
US,US-KY,US-KY-005,Anderson
US,US-KY,US-KY-007,Ballard
US,US-KY,US-KY-009,Barren
US,US-KY,US-KY-011,Bath
US,US-KY,US-KY-013,Bell
US,US-KY,US-KY-015,Boone
US,US-KY,US-KY-017,Bourbon
US,US-KY,US-KY-019,Boyd
US,US-KY,US-KY-021,Boyle
US,US-KY,US-KY-023,Bracken
US,US-KY,US-KY-025,Breathitt
US,US-KY,US-KY-027,Breckinridge
US,US-KY,US-KY-029,Bullitt
US,US-KY,US-KY-031,Butler
US,US-KY,US-KY-033,Caldwell
US,US-KY,US-KY-035,Calloway
US,US-KY,US-KY-037,Campbell
US,US-KY,US-KY-039,Carlisle
US,US-KY,US-KY-041,Carroll
US,US-KY,US-KY-043,Carter
US,US-KY,US-KY-045,Casey
US,US-KY,US-KY-047,Christian
US,US-KY,US-KY-049,Clark
US,US-KY,US-KY-051,Clay
US,US-KY,US-KY-053,Clinton
US,US-KY,US-KY-055,Crittenden
US,US-KY,US-KY-057,Cumberland
US,US-KY,US-KY-059,Daviess
US,US-KY,US-KY-061,Edmonson
US,US-KY,US-KY-063,Elliott
US,US-KY,US-KY-065,Estill
US,US-KY,US-KY-067,Fayette
US,US-KY,US-KY-069,Fleming
US,US-KY,US-KY-071,Floyd
US,US-KY,US-KY-073,Franklin
US,US-KY,US-KY-075,Fulton
US,US-KY,US-KY-077,Gallatin
US,US-KY,US-KY-079,Garrard
US,US-KY,US-KY-081,Grant
US,US-KY,US-KY-083,Graves
US,US-KY,US-KY-085,Grayson
US,US-KY,US-KY-087,Green
US,US-KY,US-KY-089,Greenup
US,US-KY,US-KY-091,Hancock
US,US-KY,US-KY-093,Hardin
US,US-KY,US-KY-095,Harlan
US,US-KY,US-KY-097,Harrison
US,US-KY,US-KY-099,Hart
US,US-KY,US-KY-101,Henderson
US,US-KY,US-KY-103,Henry
US,US-KY,US-KY-105,Hickman
US,US-KY,US-KY-107,Hopkins
US,US-KY,US-KY-109,Jackson
US,US-KY,US-KY-111,Jefferson
US,US-KY,US-KY-113,Jessamine
US,US-KY,US-KY-115,Johnson
US,US-KY,US-KY-117,Kenton
US,US-KY,US-KY-119,Knott
US,US-KY,US-KY-121,Knox
US,US-KY,US-KY-123,Larue
US,US-KY,US-KY-125,Laurel
US,US-KY,US-KY-127,Lawrence
US,US-KY,US-KY-129,Lee
US,US-KY,US-KY-131,Leslie
US,US-KY,US-KY-133,Letcher
US,US-KY,US-KY-135,Lewis
US,US-KY,US-KY-137,Lincoln
US,US-KY,US-KY-139,Livingston
US,US-KY,US-KY-141,Logan
US,US-KY,US-KY-143,Lyon
US,US-KY,US-KY-145,McCracken
US,US-KY,US-KY-147,McCreary
US,US-KY,US-KY-149,McLean
US,US-KY,US-KY-151,Madison
US,US-KY,US-KY-153,Magoffin
US,US-KY,US-KY-155,Marion
US,US-KY,US-KY-157,Marshall
US,US-KY,US-KY-159,Martin
US,US-KY,US-KY-161,Mason
US,US-KY,US-KY-163,Meade
US,US-KY,US-KY-165,Menifee
US,US-KY,US-KY-167,Mercer
US,US-KY,US-KY-169,Metcalfe
US,US-KY,US-KY-171,Monroe
US,US-KY,US-KY-173,Montgomery
US,US-KY,US-KY-175,Morgan
US,US-KY,US-KY-177,Muhlenberg
US,US-KY,US-KY-179,Nelson
US,US-KY,US-KY-181,Nicholas
US,US-KY,US-KY-183,Ohio
US,US-KY,US-KY-185,Oldham
US,US-KY,US-KY-187,Owen
US,US-KY,US-KY-189,Owsley
US,US-KY,US-KY-191,Pendleton
US,US-KY,US-KY-193,Perry
US,US-KY,US-KY-195,Pike
US,US-KY,US-KY-197,Powell
US,US-KY,US-KY-199,Pulaski
US,US-KY,US-KY-201,Robertson
US,US-KY,US-KY-203,Rockcastle
US,US-KY,US-KY-205,Rowan
US,US-KY,US-KY-207,Russell
US,US-KY,US-KY-209,Scott
US,US-KY,US-KY-211,Shelby
US,US-KY,US-KY-213,Simpson
US,US-KY,US-KY-215,Spencer
US,US-KY,US-KY-217,Taylor
US,US-KY,US-KY-219,Todd
US,US-KY,US-KY-221,Trigg
US,US-KY,US-KY-223,Trimble
US,US-KY,US-KY-225,Union
US,US-KY,US-KY-227,Warren
US,US-KY,US-KY-229,Washington
US,US-KY,US-KY-231,Wayne
US,US-KY,US-KY-233,Webster
US,US-KY,US-KY-235,Whitley
US,US-KY,US-KY-237,Wolfe
US,US-KY,US-KY-239,Woodford
US,US-LA,US-LA-001,Acadia
US,US-LA,US-LA-003,Allen
US,US-LA,US-LA-005,Ascension
US,US-LA,US-LA-007,Assumption
US,US-LA,US-LA-009,Avoyelles
US,US-LA,US-LA-011,Beauregard
US,US-LA,US-LA-013,Bienville
US,US-LA,US-LA-015,Bossier
US,US-LA,US-LA-017,Caddo
US,US-LA,US-LA-019,Calcasieu
US,US-LA,US-LA-021,Caldwell
US,US-LA,US-LA-023,Cameron
US,US-LA,US-LA-025,Catahoula
US,US-LA,US-LA-027,Claiborne
US,US-LA,US-LA-029,Concordia
US,US-LA,US-LA-031,De Soto
US,US-LA,US-LA-033,East Baton Rouge
US,US-LA,US-LA-035,East Carroll
US,US-LA,US-LA-037,East Feliciana
US,US-LA,US-LA-039,Evangeline
US,US-LA,US-LA-041,Franklin
US,US-LA,US-LA-043,Grant
US,US-LA,US-LA-045,Iberia
US,US-LA,US-LA-047,Iberville
US,US-LA,US-LA-049,Jackson
US,US-LA,US-LA-051,Jefferson
US,US-LA,US-LA-053,Jefferson Davis
US,US-LA,US-LA-055,Lafayette
US,US-LA,US-LA-057,Lafourche
US,US-LA,US-LA-059,La Salle
US,US-LA,US-LA-061,Lincoln
US,US-LA,US-LA-063,Livingston
US,US-LA,US-LA-065,Madison
US,US-LA,US-LA-067,Morehouse
US,US-LA,US-LA-069,Natchitoches
US,US-LA,US-LA-071,Orleans
US,US-LA,US-LA-073,Ouachita
US,US-LA,US-LA-075,Plaquemines
US,US-LA,US-LA-077,Pointe Coupee
US,US-LA,US-LA-079,Rapides
US,US-LA,US-LA-081,Red River
US,US-LA,US-LA-083,Richland
US,US-LA,US-LA-085,Sabine
US,US-LA,US-LA-087,St. Bernard
US,US-LA,US-LA-089,St. Charles
US,US-LA,US-LA-091,St. Helena
US,US-LA,US-LA-093,St. James
US,US-LA,US-LA-095,St. John the Baptist
US,US-LA,US-LA-097,St. Landry
US,US-LA,US-LA-099,St. Martin
US,US-LA,US-LA-101,St. Mary
US,US-LA,US-LA-103,St. Tammany
US,US-LA,US-LA-105,Tangipahoa
US,US-LA,US-LA-107,Tensas
US,US-LA,US-LA-109,Terrebonne
US,US-LA,US-LA-111,Union
US,US-LA,US-LA-113,Vermilion
US,US-LA,US-LA-115,Vernon
US,US-LA,US-LA-117,Washington
US,US-LA,US-LA-119,Webster
US,US-LA,US-LA-121,West Baton Rouge
US,US-LA,US-LA-123,West Carroll
US,US-LA,US-LA-125,West Feliciana
US,US-LA,US-LA-127,Winn
US,US-MA,US-MA-001,Barnstable
US,US-MA,US-MA-003,Berkshire
US,US-MA,US-MA-005,Bristol
US,US-MA,US-MA-007,Dukes
US,US-MA,US-MA-009,Essex
US,US-MA,US-MA-011,Franklin
US,US-MA,US-MA-013,Hampden
US,US-MA,US-MA-015,Hampshire
US,US-MA,US-MA-017,Middlesex
US,US-MA,US-MA-019,Nantucket
US,US-MA,US-MA-021,Norfolk
US,US-MA,US-MA-023,Plymouth
US,US-MA,US-MA-025,Suffolk
US,US-MA,US-MA-027,Worcester
US,US-MD,US-MD-001,Allegany
US,US-MD,US-MD-003,Anne Arundel
US,US-MD,US-MD-005,Baltimore
US,US-MD,US-MD-009,Calvert
US,US-MD,US-MD-011,Caroline
US,US-MD,US-MD-013,Carroll
US,US-MD,US-MD-015,Cecil
US,US-MD,US-MD-017,Charles
US,US-MD,US-MD-019,Dorchester
US,US-MD,US-MD-021,Frederick
US,US-MD,US-MD-023,Garrett
US,US-MD,US-MD-025,Harford
US,US-MD,US-MD-027,Howard
US,US-MD,US-MD-029,Kent
US,US-MD,US-MD-031,Montgomery
US,US-MD,US-MD-033,Prince George's
US,US-MD,US-MD-035,Queen Anne's
US,US-MD,US-MD-037,St. Mary's
US,US-MD,US-MD-039,Somerset
US,US-MD,US-MD-041,Talbot
US,US-MD,US-MD-043,Washington
US,US-MD,US-MD-045,Wicomico
US,US-MD,US-MD-047,Worcester
US,US-ME,US-ME-001,Androscoggin
US,US-ME,US-ME-003,Aroostook
US,US-ME,US-ME-005,Cumberland
US,US-ME,US-ME-007,Franklin
US,US-ME,US-ME-009,Hancock
US,US-ME,US-ME-011,Kennebec
US,US-ME,US-ME-013,Knox
US,US-ME,US-ME-015,Lincoln
US,US-ME,US-ME-017,Oxford
US,US-ME,US-ME-019,Penobscot
US,US-ME,US-ME-021,Piscataquis
US,US-ME,US-ME-023,Sagadahoc
US,US-ME,US-ME-025,Somerset
US,US-ME,US-ME-027,Waldo
US,US-ME,US-ME-029,Washington
US,US-ME,US-ME-031,York
US,US-MI,US-MI-001,Alcona
US,US-MI,US-MI-003,Alger
US,US-MI,US-MI-005,Allegan
US,US-MI,US-MI-007,Alpena
US,US-MI,US-MI-009,Antrim
US,US-MI,US-MI-011,Arenac
US,US-MI,US-MI-013,Baraga
US,US-MI,US-MI-015,Barry
US,US-MI,US-MI-017,Bay
US,US-MI,US-MI-019,Benzie
US,US-MI,US-MI-021,Berrien
US,US-MI,US-MI-023,Branch
US,US-MI,US-MI-025,Calhoun
US,US-MI,US-MI-027,Cass
US,US-MI,US-MI-029,Charlevoix
US,US-MI,US-MI-031,Cheboygan
US,US-MI,US-MI-033,Chippewa
US,US-MI,US-MI-035,Clare
US,US-MI,US-MI-037,Clinton
US,US-MI,US-MI-039,Crawford
US,US-MI,US-MI-041,Delta
US,US-MI,US-MI-043,Dickinson
US,US-MI,US-MI-045,Eaton
US,US-MI,US-MI-047,Emmet
US,US-MI,US-MI-049,Genesee
US,US-MI,US-MI-051,Gladwin
US,US-MI,US-MI-053,Gogebic
US,US-MI,US-MI-055,Grand Traverse
US,US-MI,US-MI-057,Gratiot
US,US-MI,US-MI-059,Hillsdale
US,US-MI,US-MI-061,Houghton
US,US-MI,US-MI-063,Huron
US,US-MI,US-MI-065,Ingham
US,US-MI,US-MI-067,Ionia
US,US-MI,US-MI-069,Iosco
US,US-MI,US-MI-071,Iron
US,US-MI,US-MI-073,Isabella
US,US-MI,US-MI-075,Jackson
US,US-MI,US-MI-077,Kalamazoo
US,US-MI,US-MI-079,Kalkaska
US,US-MI,US-MI-081,Kent
US,US-MI,US-MI-083,Keweenaw
US,US-MI,US-MI-085,Lake
US,US-MI,US-MI-087,Lapeer
US,US-MI,US-MI-089,Leelanau
US,US-MI,US-MI-091,Lenawee
US,US-MI,US-MI-093,Livingston
US,US-MI,US-MI-095,Luce
US,US-MI,US-MI-097,Mackinac
US,US-MI,US-MI-099,Macomb
US,US-MI,US-MI-101,Manistee
US,US-MI,US-MI-103,Marquette
US,US-MI,US-MI-105,Mason
US,US-MI,US-MI-107,Mecosta
US,US-MI,US-MI-109,Menominee
US,US-MI,US-MI-111,Midland
US,US-MI,US-MI-113,Missaukee
US,US-MI,US-MI-115,Monroe
US,US-MI,US-MI-117,Montcalm
US,US-MI,US-MI-119,Montmorency
US,US-MI,US-MI-121,Muskegon
US,US-MI,US-MI-123,Newaygo
US,US-MI,US-MI-125,Oakland
US,US-MI,US-MI-127,Oceana
US,US-MI,US-MI-129,Ogemaw
US,US-MI,US-MI-131,Ontonagon
US,US-MI,US-MI-133,Osceola
US,US-MI,US-MI-135,Oscoda
US,US-MI,US-MI-137,Otsego
US,US-MI,US-MI-139,Ottawa
US,US-MI,US-MI-141,Presque Isle
US,US-MI,US-MI-143,Roscommon
US,US-MI,US-MI-145,Saginaw
US,US-MI,US-MI-147,St. Clair
US,US-MI,US-MI-149,St. Joseph
US,US-MI,US-MI-151,Sanilac
US,US-MI,US-MI-153,Schoolcraft
US,US-MI,US-MI-155,Shiawassee
US,US-MI,US-MI-157,Tuscola
US,US-MI,US-MI-159,Van Buren
US,US-MI,US-MI-161,Washtenaw
US,US-MI,US-MI-163,Wayne
US,US-MI,US-MI-165,Wexford
US,US-MN,US-MN-001,Aitkin
US,US-MN,US-MN-003,Anoka
US,US-MN,US-MN-005,Becker
US,US-MN,US-MN-007,Beltrami
US,US-MN,US-MN-009,Benton
US,US-MN,US-MN-011,Big Stone
US,US-MN,US-MN-013,Blue Earth
US,US-MN,US-MN-015,Brown
US,US-MN,US-MN-017,Carlton
US,US-MN,US-MN-019,Carver
US,US-MN,US-MN-021,Cass
US,US-MN,US-MN-023,Chippewa
US,US-MN,US-MN-025,Chisago
US,US-MN,US-MN-027,Clay
US,US-MN,US-MN-029,Clearwater
US,US-MN,US-MN-031,Cook
US,US-MN,US-MN-033,Cottonwood
US,US-MN,US-MN-035,Crow Wing
US,US-MN,US-MN-037,Dakota
US,US-MN,US-MN-039,Dodge
US,US-MN,US-MN-041,Douglas
US,US-MN,US-MN-043,Faribault
US,US-MN,US-MN-045,Fillmore
US,US-MN,US-MN-047,Freeborn
US,US-MN,US-MN-049,Goodhue
US,US-MN,US-MN-051,Grant
US,US-MN,US-MN-053,Hennepin
US,US-MN,US-MN-055,Houston
US,US-MN,US-MN-057,Hubbard
US,US-MN,US-MN-059,Isanti
US,US-MN,US-MN-061,Itasca
US,US-MN,US-MN-063,Jackson
US,US-MN,US-MN-065,Kanabec
US,US-MN,US-MN-067,Kandiyohi
US,US-MN,US-MN-069,Kittson
US,US-MN,US-MN-071,Koochiching
US,US-MN,US-MN-073,Lac qui Parle
US,US-MN,US-MN-075,Lake
US,US-MN,US-MN-077,Lake of the Woods
US,US-MN,US-MN-079,Le Sueur
US,US-MN,US-MN-081,Lincoln
US,US-MN,US-MN-083,Lyon
US,US-MN,US-MN-085,McLeod
US,US-MN,US-MN-087,Mahnomen
US,US-MN,US-MN-089,Marshall
US,US-MN,US-MN-091,Martin
US,US-MN,US-MN-093,Meeker
US,US-MN,US-MN-095,Mille Lacs
US,US-MN,US-MN-097,Morrison
US,US-MN,US-MN-099,Mower
US,US-MN,US-MN-101,Murray
US,US-MN,US-MN-103,Nicollet
US,US-MN,US-MN-105,Nobles
US,US-MN,US-MN-107,Norman
US,US-MN,US-MN-109,Olmsted
US,US-MN,US-MN-111,Otter Tail
US,US-MN,US-MN-113,Pennington
US,US-MN,US-MN-115,Pine
US,US-MN,US-MN-117,Pipestone
US,US-MN,US-MN-119,Polk
US,US-MN,US-MN-121,Pope
US,US-MN,US-MN-123,Ramsey
US,US-MN,US-MN-125,Red Lake
US,US-MN,US-MN-127,Redwood
US,US-MN,US-MN-129,Renville
US,US-MN,US-MN-131,Rice
US,US-MN,US-MN-133,Rock
US,US-MN,US-MN-135,Roseau
US,US-MN,US-MN-137,St. Louis
US,US-MN,US-MN-139,Scott
US,US-MN,US-MN-141,Sherburne
US,US-MN,US-MN-143,Sibley
US,US-MN,US-MN-145,Stearns
US,US-MN,US-MN-147,Steele
US,US-MN,US-MN-149,Stevens
US,US-MN,US-MN-151,Swift
US,US-MN,US-MN-153,Todd
US,US-MN,US-MN-155,Traverse
US,US-MN,US-MN-157,Wabasha
US,US-MN,US-MN-159,Wadena
US,US-MN,US-MN-161,Waseca
US,US-MN,US-MN-163,Washington
US,US-MN,US-MN-165,Watonwan
US,US-MN,US-MN-167,Wilkin
US,US-MN,US-MN-169,Winona
US,US-MN,US-MN-171,Wright
US,US-MN,US-MN-173,Yellow Medicine
US,US-MO,US-MO-001,Adair
US,US-MO,US-MO-003,Andrew
US,US-MO,US-MO-005,Atchison
US,US-MO,US-MO-007,Audrain
US,US-MO,US-MO-009,Barry
US,US-MO,US-MO-011,Barton
US,US-MO,US-MO-013,Bates
US,US-MO,US-MO-015,Benton
US,US-MO,US-MO-017,Bollinger
US,US-MO,US-MO-019,Boone
US,US-MO,US-MO-021,Buchanan
US,US-MO,US-MO-023,Butler
US,US-MO,US-MO-025,Caldwell
US,US-MO,US-MO-027,Callaway
US,US-MO,US-MO-029,Camden
US,US-MO,US-MO-031,Cape Girardeau
US,US-MO,US-MO-033,Carroll
US,US-MO,US-MO-035,Carter
US,US-MO,US-MO-037,Cass
US,US-MO,US-MO-039,Cedar
US,US-MO,US-MO-041,Chariton
US,US-MO,US-MO-043,Christian
US,US-MO,US-MO-045,Clark
US,US-MO,US-MO-047,Clay
US,US-MO,US-MO-049,Clinton
US,US-MO,US-MO-051,Cole
US,US-MO,US-MO-053,Cooper
US,US-MO,US-MO-055,Crawford
US,US-MO,US-MO-057,Dade
US,US-MO,US-MO-059,Dallas
US,US-MO,US-MO-061,Daviess
US,US-MO,US-MO-063,DeKalb
US,US-MO,US-MO-065,Dent
US,US-MO,US-MO-067,Douglas
US,US-MO,US-MO-069,Dunklin
US,US-MO,US-MO-071,Franklin
US,US-MO,US-MO-073,Gasconade
US,US-MO,US-MO-075,Gentry
US,US-MO,US-MO-077,Greene
US,US-MO,US-MO-079,Grundy
US,US-MO,US-MO-081,Harrison
US,US-MO,US-MO-083,Henry
US,US-MO,US-MO-085,Hickory
US,US-MO,US-MO-087,Holt
US,US-MO,US-MO-089,Howard
US,US-MO,US-MO-091,Howell
US,US-MO,US-MO-093,Iron
US,US-MO,US-MO-095,Jackson
US,US-MO,US-MO-097,Jasper
US,US-MO,US-MO-099,Jefferson
US,US-MO,US-MO-101,Johnson
US,US-MO,US-MO-103,Knox
US,US-MO,US-MO-105,Laclede
US,US-MO,US-MO-107,Lafayette
US,US-MO,US-MO-109,Lawrence
US,US-MO,US-MO-111,Lewis
